,Soma_x,Soma_y,Soma_z,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id
191812_4067_x7961_y6860,5069.38,2915.73,2078.27,SSp-m,5,Plxnd1-CreER;Ai166_380470-191812,191812
191812_4322_x7645_y6848,5369.77,2747.77,2074.12,SSp-n,5,Plxnd1-CreER;Ai166_380470-191812,191812
191812_4664_x8027_y25176,5734.85,3157.12,1682.4,SSs,5,Plxnd1-CreER;Ai166_380470-191812,191812
191812_5154_x9610_y25921,6292.75,3847.65,1347.9,VISC,5,Plxnd1-CreER;Ai166_380470-191812,191812
210254_2226_x16029_y23953,2880.88,2671.02,3914.18,MOs,5,Sst-Cre;Ai139_207186_210254-15257,210254
210254_2309_x13266_y25533,3116.43,3668.05,3326.02,MOs,5,Sst-Cre;Ai139_207186_210254-15257,210254
210254_2627_x17126_y20600,3500.15,2038.75,5093.92,ACAd,5,Sst-Cre;Ai139_207186_210254-15257,210254
210254_3271_x15413_y13333,4477.95,2521.23,3480.9,MOp,6a,Sst-Cre;Ai139_207186_210254-15257,210254
210254_4021_x16401_y21556,5300.27,1784.9,4866.42,MOs,6a,Sst-Cre;Ai139_207186_210254-15257,210254
210254_4149_x16164_y21238,5475.98,1823.2,4974.35,ACAd,6a,Sst-Cre;Ai139_207186_210254-15257,210254
210254_4397_x16794_y21812,5768.12,1534.4,4644.58,MOp,6a,Sst-Cre;Ai139_207186_210254-15257,210254
210254_4485_x16442_y16836,5773.65,1628.3,4645.52,MOp,6a,Sst-Cre;Ai139_207186_210254-15257,210254
210254_4500_x16614_y17147,5734.88,1541.03,4860.17,MOs,6a,Sst-Cre;Ai139_207186_210254-15257,210254
236174_2657_x11930_y12250,3123.27,4293.95,3376.1,AId,5,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_2669_x10674_y13239,3127.98,3635.93,3811.93,AId,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_2801_x11376_y11451,3193.15,4132.02,3145.77,AId,5,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3001_x12887_y24248,3759.85,3816.52,3526.05,AId,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3029_x12820_y24699,3874.85,3804.52,3390.95,MOp,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3215_x11999_y11133,4009.15,4361.9,3239.07,AId,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3229_x11884_y10380,4010.95,4317.67,2970.8,AId,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3229_x11951_y11316,4079.7,4283.9,3279.25,fiber tracts,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3229_x12413_y11831,4110.08,4360.75,3622.32,CP,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3329_x13938_y26099,4243.05,4205.42,2815.8,GU,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3429_x12632_y10625,4316.15,4627.65,3082.9,CP,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3447_x12562_y10626,4267.17,4604.08,3080.88,fiber tracts,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3529_x12805_y10541,4445.85,4736.17,3040.68,CP,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3529_x13394_y26567,4408.65,3896.18,2762.88,SSp-m,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3529_x13688_y26111,4450.55,4016.02,2947.7,CP,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3536_x15159_y25525,4466.02,4674.27,2961.1,CP,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3629_x15224_y26052,4724.92,4365.1,2401.35,GU,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3729_x12692_y9419,4581.62,4689.42,2612.3,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3729_x13645_y9551,4724.98,5072.9,2544.32,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3729_x15151_y26698,4701.83,4547.73,2548.75,AId,6b,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3729_x15443_y26410,4683,4723.35,2559.3,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3829_x13590_y9284,4813,5039,2473.48,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3829_x14826_y27255,4725.38,4367.4,2401.08,GU,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3829_x16301_y26647,4994.67,5079.3,2323.47,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3893_x17507_y26071,4888.67,5566.45,2394.3,unknown,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3929_x12721_y8845,4770.98,4729.7,2380.88,AId,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3929_x13599_y9165,4880.05,5032.85,2445.9,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_3970_x13439_y8678,4996.35,4980.9,2271.52,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4029_x13079_y8858,4909.7,4853.77,2374.5,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4129_x16214_y10304,5101.58,5910.25,3019,unknown,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4229_x13663_y8589,5155.05,5027.05,2287.93,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4266_x13848_y8550,5216.88,5083.92,2293.57,AIp,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4429_x13147_y8003,5433.2,4820.92,2103.7,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4647_x16405_y27845,5894.98,5063.3,2004.1,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_4729_x16869_y27809,6042.25,5238.48,1962.47,EPd,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_5138_x16501_y28259,6370.65,5002.62,1895,CLA,unknown,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_5338_x13590_y7348,6648.92,5001.6,1856.95,AIp,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_5670_x14073_y29439,6979.65,3679.65,1703.45,SSs,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_5738_x11712_y6818,6921.05,4187.67,1666.95,VISC,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_5840_x15240_y29741,7214.7,4186.5,1433.3,TEa,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_6338_x12092_y5845,7586.02,4410.62,1153.35,ECT,5,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_6338_x12496_y6617,7647.5,4515.33,1533,ECT,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_6438_x12218_y5897,7687.83,4433.05,1179.2,ECT,5,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_6855_x15550_y29832,8300.03,4204.6,1317.8,ECT,6a,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
236174_7077_x14579_y30892,8468.83,3597.75,960.9,TEa,5,Gnb4-IRES2-CreERT2;Ai139-hyg_236174-16124,236174
AA0001,0,0,0,SSp-m,unmarked,unmarked,unmarked
AA0002,0,0,0,MOp,unmarked,unmarked,unmarked
AA0003,0,0,0,MOp,unmarked,unmarked,unmarked
AA0004,0,0,0,MOp,unmarked,unmarked,unmarked
AA0005,0,0,0,MOp,unmarked,unmarked,unmarked
AA0006,0,0,0,MOp,unmarked,unmarked,unmarked
AA0007,0,0,0,SSp-ul,unmarked,unmarked,unmarked
AA0008,0,0,0,SSp-ul,unmarked,unmarked,unmarked
AA0009,0,0,0,MOp,unmarked,unmarked,unmarked
AA0010,0,0,0,MOs,unmarked,unmarked,unmarked
AA0011,0,0,0,MOs,unmarked,unmarked,unmarked
AA0012,0,0,0,MOs,unmarked,unmarked,unmarked
AA0013,0,0,0,MOs,unmarked,unmarked,unmarked
AA0014,0,0,0,MOs,unmarked,unmarked,unmarked
AA0015,0,0,0,AV,unmarked,unmarked,unmarked
AA0016,0,0,0,AV,unmarked,unmarked,unmarked
AA0017,0,0,0,BST,unmarked,unmarked,unmarked
AA0018,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0019,0,0,0,AV,unmarked,unmarked,unmarked
AA0020,0,0,0,SUB,unmarked,unmarked,unmarked
AA0021,0,0,0,POST,unmarked,unmarked,unmarked
AA0022,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0023,0,0,0,AM,unmarked,unmarked,unmarked
AA0024,0,0,0,POST,unmarked,unmarked,unmarked
AA0025,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0026,0,0,0,POST,unmarked,unmarked,unmarked
AA0027,0,0,0,VISp,unmarked,unmarked,unmarked
AA0028,0,0,0,VISp,unmarked,unmarked,unmarked
AA0029,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0030,0,0,0,POST,unmarked,unmarked,unmarked
AA0031,0,0,0,SUB,unmarked,unmarked,unmarked
AA0032,0,0,0,POST,unmarked,unmarked,unmarked
AA0033,0,0,0,POST,unmarked,unmarked,unmarked
AA0034,0,0,0,MOp,unmarked,unmarked,unmarked
AA0035,0,0,0,MOp,unmarked,unmarked,unmarked
AA0036,0,0,0,MOs,unmarked,unmarked,unmarked
AA0037,0,0,0,MOs,unmarked,unmarked,unmarked
AA0038,0,0,0,MOs,unmarked,unmarked,unmarked
AA0039,0,0,0,MOs,unmarked,unmarked,unmarked
AA0040,0,0,0,MOp,unmarked,unmarked,unmarked
AA0041,0,0,0,MOp,unmarked,unmarked,unmarked
AA0042,0,0,0,MOp,unmarked,unmarked,unmarked
AA0043,0,0,0,MOp,unmarked,unmarked,unmarked
AA0044,0,0,0,MOs,unmarked,unmarked,unmarked
AA0045,0,0,0,MOp,unmarked,unmarked,unmarked
AA0046,0,0,0,MOp,unmarked,unmarked,unmarked
AA0047,0,0,0,PCN,unmarked,unmarked,unmarked
AA0048,0,0,0,VAL,unmarked,unmarked,unmarked
AA0049,0,0,0,PO,unmarked,unmarked,unmarked
AA0050,0,0,0,PCN,unmarked,unmarked,unmarked
AA0051,0,0,0,CL,unmarked,unmarked,unmarked
AA0052,0,0,0,SUB,unmarked,unmarked,unmarked
AA0053,0,0,0,POST,unmarked,unmarked,unmarked
AA0054,0,0,0,MD,unmarked,unmarked,unmarked
AA0055,0,0,0,MD,unmarked,unmarked,unmarked
AA0056,0,0,0,PF,unmarked,unmarked,unmarked
AA0057,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0058,0,0,0,CA1,unmarked,unmarked,unmarked
AA0059,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0060,0,0,0,MOs,unmarked,unmarked,unmarked
AA0061,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0062,0,0,0,MOs,unmarked,unmarked,unmarked
AA0063,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0064,0,0,0,MOs,unmarked,unmarked,unmarked
AA0065,0,0,0,MOs,unmarked,unmarked,unmarked
AA0066,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0067,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0068,0,0,0,AV,unmarked,unmarked,unmarked
AA0069,0,0,0,IAD,unmarked,unmarked,unmarked
AA0070,0,0,0,AV,unmarked,unmarked,unmarked
AA0071,0,0,0,SUB,unmarked,unmarked,unmarked
AA0072,0,0,0,POST,unmarked,unmarked,unmarked
AA0073,0,0,0,AD,unmarked,unmarked,unmarked
AA0074,0,0,0,CM,unmarked,unmarked,unmarked
AA0075,0,0,0,IAD,unmarked,unmarked,unmarked
AA0076,0,0,0,AV,unmarked,unmarked,unmarked
AA0077,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0078,0,0,0,CA1,unmarked,unmarked,unmarked
AA0079,0,0,0,SUB,unmarked,unmarked,unmarked
AA0080,0,0,0,PVi,unmarked,unmarked,unmarked
AA0081,0,0,0,DMH,unmarked,unmarked,unmarked
AA0082,0,0,0,DMH,unmarked,unmarked,unmarked
AA0083,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0084,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0085,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0086,0,0,0,DMH,unmarked,unmarked,unmarked
AA0087,0,0,0,DMH,unmarked,unmarked,unmarked
AA0088,0,0,0,RE,unmarked,unmarked,unmarked
AA0089,0,0,0,PR,unmarked,unmarked,unmarked
AA0090,0,0,0,VMH,unmarked,unmarked,unmarked
AA0091,0,0,0,DG,unmarked,unmarked,unmarked
AA0092,0,0,0,SBPV,unmarked,unmarked,unmarked
AA0093,0,0,0,AHN,unmarked,unmarked,unmarked
AA0094,0,0,0,PR,unmarked,unmarked,unmarked
AA0095,0,0,0,MD,unmarked,unmarked,unmarked
AA0096,0,0,0,MOs,unmarked,unmarked,unmarked
AA0097,0,0,0,MOs,unmarked,unmarked,unmarked
AA0098,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0099,0,0,0,MOs,unmarked,unmarked,unmarked
AA0100,0,0,0,MOs,unmarked,unmarked,unmarked
AA0101,0,0,0,MOs,unmarked,unmarked,unmarked
AA0102,0,0,0,MOp,unmarked,unmarked,unmarked
AA0103,0,0,0,MOs,unmarked,unmarked,unmarked
AA0104,0,0,0,MOs,unmarked,unmarked,unmarked
AA0105,0,0,0,MOs,unmarked,unmarked,unmarked
AA0106,0,0,0,MOs,unmarked,unmarked,unmarked
AA0107,0,0,0,MOp,unmarked,unmarked,unmarked
AA0108,0,0,0,MOs,unmarked,unmarked,unmarked
AA0109,0,0,0,MOs,unmarked,unmarked,unmarked
AA0110,0,0,0,MOs,unmarked,unmarked,unmarked
AA0111,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0112,0,0,0,MOs,unmarked,unmarked,unmarked
AA0113,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0114,0,0,0,MOs,unmarked,unmarked,unmarked
AA0115,0,0,0,MOs,unmarked,unmarked,unmarked
AA0116,0,0,0,MOs,unmarked,unmarked,unmarked
AA0117,0,0,0,MOs,unmarked,unmarked,unmarked
AA0118,0,0,0,MOs,unmarked,unmarked,unmarked
AA0119,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0120,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0121,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0122,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0123,0,0,0,CA1,unmarked,unmarked,unmarked
AA0124,0,0,0,ProS,unmarked,unmarked,unmarked
AA0125,0,0,0,POST,unmarked,unmarked,unmarked
AA0126,0,0,0,SUB,unmarked,unmarked,unmarked
AA0127,0,0,0,VISp,unmarked,unmarked,unmarked
AA0128,0,0,0,ZI,unmarked,unmarked,unmarked
AA0129,0,0,0,VPMpc,unmarked,unmarked,unmarked
AA0130,0,0,0,MOs,unmarked,unmarked,unmarked
AA0131,0,0,0,MOp,unmarked,unmarked,unmarked
AA0132,0,0,0,MOp,unmarked,unmarked,unmarked
AA0133,0,0,0,MOs,unmarked,unmarked,unmarked
AA0134,0,0,0,MOs,unmarked,unmarked,unmarked
AA0135,0,0,0,MOp,unmarked,unmarked,unmarked
AA0136,0,0,0,VM,unmarked,unmarked,unmarked
AA0137,0,0,0,VM,unmarked,unmarked,unmarked
AA0138,0,0,0,RE,unmarked,unmarked,unmarked
AA0139,0,0,0,SUB,unmarked,unmarked,unmarked
AA0140,0,0,0,MOs,unmarked,unmarked,unmarked
AA0141,0,0,0,AHN,unmarked,unmarked,unmarked
AA0142,0,0,0,PVi,unmarked,unmarked,unmarked
AA0143,0,0,0,DG,unmarked,unmarked,unmarked
AA0144,0,0,0,DG,unmarked,unmarked,unmarked
AA0145,0,0,0,DG,unmarked,unmarked,unmarked
AA0146,0,0,0,DG,unmarked,unmarked,unmarked
AA0147,0,0,0,DG,unmarked,unmarked,unmarked
AA0148,0,0,0,DG,unmarked,unmarked,unmarked
AA0149,0,0,0,DG,unmarked,unmarked,unmarked
AA0150,0,0,0,DG,unmarked,unmarked,unmarked
AA0151,0,0,0,DG,unmarked,unmarked,unmarked
AA0152,0,0,0,AHN,unmarked,unmarked,unmarked
AA0153,0,0,0,PVH,unmarked,unmarked,unmarked
AA0154,0,0,0,DG,unmarked,unmarked,unmarked
AA0155,0,0,0,DG,unmarked,unmarked,unmarked
AA0156,0,0,0,DG,unmarked,unmarked,unmarked
AA0157,0,0,0,POST,unmarked,unmarked,unmarked
AA0158,0,0,0,POST,unmarked,unmarked,unmarked
AA0159,0,0,0,PRE,unmarked,unmarked,unmarked
AA0160,0,0,0,VISp,unmarked,unmarked,unmarked
AA0161,0,0,0,SUB,unmarked,unmarked,unmarked
AA0162,0,0,0,DG,unmarked,unmarked,unmarked
AA0163,0,0,0,DG,unmarked,unmarked,unmarked
AA0164,0,0,0,VM,unmarked,unmarked,unmarked
AA0165,0,0,0,DG,unmarked,unmarked,unmarked
AA0166,0,0,0,DG,unmarked,unmarked,unmarked
AA0167,0,0,0,PeF,unmarked,unmarked,unmarked
AA0168,0,0,0,PRE,unmarked,unmarked,unmarked
AA0169,0,0,0,MOs,unmarked,unmarked,unmarked
AA0170,0,0,0,PRE,unmarked,unmarked,unmarked
AA0171,0,0,0,PRE,unmarked,unmarked,unmarked
AA0172,0,0,0,PRE,unmarked,unmarked,unmarked
AA0173,0,0,0,PRE,unmarked,unmarked,unmarked
AA0174,0,0,0,ZI,unmarked,unmarked,unmarked
AA0175,0,0,0,ZI,unmarked,unmarked,unmarked
AA0176,0,0,0,VM,unmarked,unmarked,unmarked
AA0177,0,0,0,ZI,unmarked,unmarked,unmarked
AA0178,0,0,0,ZI,unmarked,unmarked,unmarked
AA0179,0,0,0,MOs,unmarked,unmarked,unmarked
AA0180,0,0,0,MOs,unmarked,unmarked,unmarked
AA0181,0,0,0,MOs,unmarked,unmarked,unmarked
AA0182,0,0,0,MOs,unmarked,unmarked,unmarked
AA0183,0,0,0,MOs,unmarked,unmarked,unmarked
AA0184,0,0,0,MOs,unmarked,unmarked,unmarked
AA0185,0,0,0,MOs,unmarked,unmarked,unmarked
AA0186,0,0,0,MOs,unmarked,unmarked,unmarked
AA0187,0,0,0,MOs,unmarked,unmarked,unmarked
AA0188,0,0,0,MOs,unmarked,unmarked,unmarked
AA0189,0,0,0,DG,unmarked,unmarked,unmarked
AA0190,0,0,0,MOs,unmarked,unmarked,unmarked
AA0191,0,0,0,DG,unmarked,unmarked,unmarked
AA0192,0,0,0,DG,unmarked,unmarked,unmarked
AA0193,0,0,0,DG,unmarked,unmarked,unmarked
AA0194,0,0,0,SUB,unmarked,unmarked,unmarked
AA0195,0,0,0,SUB,unmarked,unmarked,unmarked
AA0196,0,0,0,DG,unmarked,unmarked,unmarked
AA0197,0,0,0,DG,unmarked,unmarked,unmarked
AA0198,0,0,0,DG,unmarked,unmarked,unmarked
AA0199,0,0,0,ProS,unmarked,unmarked,unmarked
AA0200,0,0,0,CL,unmarked,unmarked,unmarked
AA0201,0,0,0,VPMpc,unmarked,unmarked,unmarked
AA0202,0,0,0,DG,unmarked,unmarked,unmarked
AA0203,0,0,0,PRE,unmarked,unmarked,unmarked
AA0204,0,0,0,PRE,unmarked,unmarked,unmarked
AA0205,0,0,0,PRE,unmarked,unmarked,unmarked
AA0206,0,0,0,PRE,unmarked,unmarked,unmarked
AA0207,0,0,0,LHA,unmarked,unmarked,unmarked
AA0208,0,0,0,CA1,unmarked,unmarked,unmarked
AA0209,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0210,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0211,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0212,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0213,0,0,0,PH,unmarked,unmarked,unmarked
AA0214,0,0,0,PH,unmarked,unmarked,unmarked
AA0215,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0216,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0217,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0218,0,0,0,PSTN,unmarked,unmarked,unmarked
AA0219,0,0,0,PSTN,unmarked,unmarked,unmarked
AA0220,0,0,0,PH,unmarked,unmarked,unmarked
AA0221,0,0,0,VM,unmarked,unmarked,unmarked
AA0222,0,0,0,PH,unmarked,unmarked,unmarked
AA0223,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0224,0,0,0,MOp,unmarked,unmarked,unmarked
AA0225,0,0,0,MOp,unmarked,unmarked,unmarked
AA0226,0,0,0,VM,unmarked,unmarked,unmarked
AA0227,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0228,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0229,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0230,0,0,0,MOs,unmarked,unmarked,unmarked
AA0231,0,0,0,MOs,unmarked,unmarked,unmarked
AA0232,0,0,0,MOs,unmarked,unmarked,unmarked
AA0233,0,0,0,MOs,unmarked,unmarked,unmarked
AA0234,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0235,0,0,0,MOs,unmarked,unmarked,unmarked
AA0236,0,0,0,MOs,unmarked,unmarked,unmarked
AA0237,0,0,0,MOs,unmarked,unmarked,unmarked
AA0238,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0239,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0240,0,0,0,MOs,unmarked,unmarked,unmarked
AA0241,0,0,0,MOs,unmarked,unmarked,unmarked
AA0242,0,0,0,MOs,unmarked,unmarked,unmarked
AA0243,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0244,0,0,0,PRE,unmarked,unmarked,unmarked
AA0245,0,0,0,MOs,unmarked,unmarked,unmarked
AA0246,0,0,0,PRE,unmarked,unmarked,unmarked
AA0247,0,0,0,ProS,unmarked,unmarked,unmarked
AA0248,0,0,0,ProS,unmarked,unmarked,unmarked
AA0249,0,0,0,PRE,unmarked,unmarked,unmarked
AA0250,0,0,0,MOs,unmarked,unmarked,unmarked
AA0251,0,0,0,SUB,unmarked,unmarked,unmarked
AA0252,0,0,0,SUB,unmarked,unmarked,unmarked
AA0253,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0254,0,0,0,PRE,unmarked,unmarked,unmarked
AA0255,0,0,0,PRE,unmarked,unmarked,unmarked
AA0256,0,0,0,PRE,unmarked,unmarked,unmarked
AA0257,0,0,0,ProS,unmarked,unmarked,unmarked
AA0258,0,0,0,PRE,unmarked,unmarked,unmarked
AA0259,0,0,0,PRE,unmarked,unmarked,unmarked
AA0260,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0261,0,0,0,MOs,unmarked,unmarked,unmarked
AA0262,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0263,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0264,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0265,0,0,0,MOs,unmarked,unmarked,unmarked
AA0266,0,0,0,MOs,unmarked,unmarked,unmarked
AA0267,0,0,0,MOs,unmarked,unmarked,unmarked
AA0268,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0269,0,0,0,MOs,unmarked,unmarked,unmarked
AA0270,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0271,0,0,0,MOs,unmarked,unmarked,unmarked
AA0272,0,0,0,MOs,unmarked,unmarked,unmarked
AA0273,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0274,0,0,0,MOs,unmarked,unmarked,unmarked
AA0275,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0276,0,0,0,MOs,unmarked,unmarked,unmarked
AA0277,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0278,0,0,0,MOs,unmarked,unmarked,unmarked
AA0279,0,0,0,MOs,unmarked,unmarked,unmarked
AA0280,0,0,0,MOs,unmarked,unmarked,unmarked
AA0281,0,0,0,MOs,unmarked,unmarked,unmarked
AA0282,0,0,0,VISp,unmarked,unmarked,unmarked
AA0283,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0284,0,0,0,MOs,unmarked,unmarked,unmarked
AA0285,0,0,0,MOs,unmarked,unmarked,unmarked
AA0286,0,0,0,MOs,unmarked,unmarked,unmarked
AA0287,0,0,0,MOs,unmarked,unmarked,unmarked
AA0288,0,0,0,MOs,unmarked,unmarked,unmarked
AA0289,0,0,0,MOs,unmarked,unmarked,unmarked
AA0290,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0291,0,0,0,MOs,unmarked,unmarked,unmarked
AA0292,0,0,0,DG,unmarked,unmarked,unmarked
AA0293,0,0,0,CL,unmarked,unmarked,unmarked
AA0294,0,0,0,CL,unmarked,unmarked,unmarked
AA0295,0,0,0,LD,unmarked,unmarked,unmarked
AA0296,0,0,0,DG,unmarked,unmarked,unmarked
AA0297,0,0,0,VAL,unmarked,unmarked,unmarked
AA0298,0,0,0,PCN,unmarked,unmarked,unmarked
AA0299,0,0,0,VAL,unmarked,unmarked,unmarked
AA0300,0,0,0,MOs,unmarked,unmarked,unmarked
AA0301,0,0,0,PCN,unmarked,unmarked,unmarked
AA0302,0,0,0,VAL,unmarked,unmarked,unmarked
AA0303,0,0,0,VAL,unmarked,unmarked,unmarked
AA0304,0,0,0,CA3,unmarked,unmarked,unmarked
AA0305,0,0,0,DG,unmarked,unmarked,unmarked
AA0306,0,0,0,CA1,unmarked,unmarked,unmarked
AA0307,0,0,0,CA3,unmarked,unmarked,unmarked
AA0308,0,0,0,DG,unmarked,unmarked,unmarked
AA0309,0,0,0,DG,unmarked,unmarked,unmarked
AA0310,0,0,0,VPM,unmarked,unmarked,unmarked
AA0311,0,0,0,VPM,unmarked,unmarked,unmarked
AA0312,0,0,0,VPM,unmarked,unmarked,unmarked
AA0313,0,0,0,VPM,unmarked,unmarked,unmarked
AA0314,0,0,0,VPM,unmarked,unmarked,unmarked
AA0315,0,0,0,VPM,unmarked,unmarked,unmarked
AA0316,0,0,0,VAL,unmarked,unmarked,unmarked
AA0317,0,0,0,VPM,unmarked,unmarked,unmarked
AA0318,0,0,0,VPM,unmarked,unmarked,unmarked
AA0319,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0320,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0321,0,0,0,VAL,unmarked,unmarked,unmarked
AA0322,0,0,0,VPL,unmarked,unmarked,unmarked
AA0323,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0324,0,0,0,MOs,unmarked,unmarked,unmarked
AA0325,0,0,0,ORBvl,unmarked,unmarked,unmarked
AA0326,0,0,0,VAL,unmarked,unmarked,unmarked
AA0327,0,0,0,MOs,unmarked,unmarked,unmarked
AA0328,0,0,0,MOs,unmarked,unmarked,unmarked
AA0329,0,0,0,MOs,unmarked,unmarked,unmarked
AA0330,0,0,0,ZI,unmarked,unmarked,unmarked
