,Soma_x,Soma_y,Soma_z,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id
AA0331,0,0,0,VAL,unmarked,unmarked,unmarked
AA0332,0,0,0,MOs,unmarked,unmarked,unmarked
AA0333,0,0,0,FRP,unmarked,unmarked,unmarked
AA0334,0,0,0,CL,unmarked,unmarked,unmarked
AA0335,0,0,0,PCN,unmarked,unmarked,unmarked
AA0336,0,0,0,LD,unmarked,unmarked,unmarked
AA0337,0,0,0,PCN,unmarked,unmarked,unmarked
AA0338,0,0,0,PO,unmarked,unmarked,unmarked
AA0339,0,0,0,PO,unmarked,unmarked,unmarked
AA0340,0,0,0,PO,unmarked,unmarked,unmarked
AA0341,0,0,0,LP,unmarked,unmarked,unmarked
AA0342,0,0,0,VAL,unmarked,unmarked,unmarked
AA0343,0,0,0,PO,unmarked,unmarked,unmarked
AA0344,0,0,0,VAL,unmarked,unmarked,unmarked
AA0345,0,0,0,VAL,unmarked,unmarked,unmarked
AA0346,0,0,0,VAL,unmarked,unmarked,unmarked
AA0347,0,0,0,VAL,unmarked,unmarked,unmarked
AA0348,0,0,0,VAL,unmarked,unmarked,unmarked
AA0349,0,0,0,PO,unmarked,unmarked,unmarked
AA0350,0,0,0,VAL,unmarked,unmarked,unmarked
AA0351,0,0,0,VAL,unmarked,unmarked,unmarked
AA0352,0,0,0,PO,unmarked,unmarked,unmarked
AA0353,0,0,0,MD,unmarked,unmarked,unmarked
AA0354,0,0,0,CL,unmarked,unmarked,unmarked
AA0355,0,0,0,VAL,unmarked,unmarked,unmarked
AA0356,0,0,0,CL,unmarked,unmarked,unmarked
AA0357,0,0,0,LD,unmarked,unmarked,unmarked
AA0358,0,0,0,VAL,unmarked,unmarked,unmarked
AA0359,0,0,0,LP,unmarked,unmarked,unmarked
AA0360,0,0,0,DG,unmarked,unmarked,unmarked
AA0361,0,0,0,DG,unmarked,unmarked,unmarked
AA0362,0,0,0,DG,unmarked,unmarked,unmarked
AA0363,0,0,0,MD,unmarked,unmarked,unmarked
AA0364,0,0,0,PCN,unmarked,unmarked,unmarked
AA0365,0,0,0,VAL,unmarked,unmarked,unmarked
AA0366,0,0,0,VAL,unmarked,unmarked,unmarked
AA0367,0,0,0,CL,unmarked,unmarked,unmarked
AA0368,0,0,0,MD,unmarked,unmarked,unmarked
AA0369,0,0,0,CL,unmarked,unmarked,unmarked
AA0370,0,0,0,MD,unmarked,unmarked,unmarked
AA0371,0,0,0,MD,unmarked,unmarked,unmarked
AA0372,0,0,0,PCN,unmarked,unmarked,unmarked
AA0373,0,0,0,CL,unmarked,unmarked,unmarked
AA0374,0,0,0,PRE,unmarked,unmarked,unmarked
AA0375,0,0,0,SUB,unmarked,unmarked,unmarked
AA0376,0,0,0,DG,unmarked,unmarked,unmarked
AA0377,0,0,0,PRE,unmarked,unmarked,unmarked
AA0378,0,0,0,DG,unmarked,unmarked,unmarked
AA0379,0,0,0,PRE,unmarked,unmarked,unmarked
AA0380,0,0,0,SUB,unmarked,unmarked,unmarked
AA0381,0,0,0,POST,unmarked,unmarked,unmarked
AA0382,0,0,0,PRE,unmarked,unmarked,unmarked
AA0383,0,0,0,SUB,unmarked,unmarked,unmarked
AA0384,0,0,0,DG,unmarked,unmarked,unmarked
AA0385,0,0,0,DG,unmarked,unmarked,unmarked
AA0386,0,0,0,PRE,unmarked,unmarked,unmarked
AA0387,0,0,0,DG,unmarked,unmarked,unmarked
AA0388,0,0,0,VAL,unmarked,unmarked,unmarked
AA0389,0,0,0,ZI,unmarked,unmarked,unmarked
AA0390,0,0,0,FRP,unmarked,unmarked,unmarked
AA0391,0,0,0,VAL,unmarked,unmarked,unmarked
AA0392,0,0,0,PRE,unmarked,unmarked,unmarked
AA0393,0,0,0,PL,unmarked,unmarked,unmarked
AA0394,0,0,0,MOs,unmarked,unmarked,unmarked
AA0395,0,0,0,MOs,unmarked,unmarked,unmarked
AA0396,0,0,0,FRP,unmarked,unmarked,unmarked
AA0397,0,0,0,MOs,unmarked,unmarked,unmarked
AA0398,0,0,0,MOs,unmarked,unmarked,unmarked
AA0399,0,0,0,VPL,unmarked,unmarked,unmarked
AA0400,0,0,0,MOs,unmarked,unmarked,unmarked
AA0401,0,0,0,MOs,unmarked,unmarked,unmarked
AA0402,0,0,0,MOs,unmarked,unmarked,unmarked
AA0403,0,0,0,ORBvl,unmarked,unmarked,unmarked
AA0404,0,0,0,MOs,unmarked,unmarked,unmarked
AA0405,0,0,0,RT,unmarked,unmarked,unmarked
AA0406,0,0,0,ORBvl,unmarked,unmarked,unmarked
AA0407,0,0,0,MOs,unmarked,unmarked,unmarked
AA0408,0,0,0,MOs,unmarked,unmarked,unmarked
AA0409,0,0,0,MOs,unmarked,unmarked,unmarked
AA0410,0,0,0,MOs,unmarked,unmarked,unmarked
AA0411,0,0,0,MOs,unmarked,unmarked,unmarked
AA0412,0,0,0,MOs,unmarked,unmarked,unmarked
AA0413,0,0,0,MOs,unmarked,unmarked,unmarked
AA0414,0,0,0,PRE,unmarked,unmarked,unmarked
AA0415,0,0,0,MOs,unmarked,unmarked,unmarked
AA0416,0,0,0,MOs,unmarked,unmarked,unmarked
AA0417,0,0,0,PL,unmarked,unmarked,unmarked
AA0418,0,0,0,MOs,unmarked,unmarked,unmarked
AA0419,0,0,0,MOs,unmarked,unmarked,unmarked
AA0420,0,0,0,CA3,unmarked,unmarked,unmarked
AA0421,0,0,0,MOs,unmarked,unmarked,unmarked
AA0422,0,0,0,MOs,unmarked,unmarked,unmarked
AA0423,0,0,0,SUB,unmarked,unmarked,unmarked
AA0424,0,0,0,MOs,unmarked,unmarked,unmarked
AA0425,0,0,0,PL,unmarked,unmarked,unmarked
AA0426,0,0,0,MOs,unmarked,unmarked,unmarked
AA0427,0,0,0,ORBvl,unmarked,unmarked,unmarked
AA0428,0,0,0,LHA,unmarked,unmarked,unmarked
AA0429,0,0,0,FN,unmarked,unmarked,unmarked
AA0430,0,0,0,FN,unmarked,unmarked,unmarked
AA0431,0,0,0,FN,unmarked,unmarked,unmarked
AA0432,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0433,0,0,0,PAG,unmarked,unmarked,unmarked
AA0434,0,0,0,IRN,unmarked,unmarked,unmarked
AA0435,0,0,0,BST,unmarked,unmarked,unmarked
AA0436,0,0,0,LHA,unmarked,unmarked,unmarked
AA0437,0,0,0,LHA,unmarked,unmarked,unmarked
AA0438,0,0,0,BST,unmarked,unmarked,unmarked
AA0439,0,0,0,MOs,unmarked,unmarked,unmarked
AA0440,0,0,0,MOs,unmarked,unmarked,unmarked
AA0441,0,0,0,MOs,unmarked,unmarked,unmarked
AA0442,0,0,0,MOs,unmarked,unmarked,unmarked
AA0443,0,0,0,ZI,unmarked,unmarked,unmarked
AA0444,0,0,0,SUB,unmarked,unmarked,unmarked
AA0445,0,0,0,MOs,unmarked,unmarked,unmarked
AA0446,0,0,0,MOs,unmarked,unmarked,unmarked
AA0447,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0448,0,0,0,VM,unmarked,unmarked,unmarked
AA0449,0,0,0,VM,unmarked,unmarked,unmarked
AA0450,0,0,0,MOs,unmarked,unmarked,unmarked
AA0451,0,0,0,VAL,unmarked,unmarked,unmarked
AA0452,0,0,0,MOs,unmarked,unmarked,unmarked
AA0453,0,0,0,LD,unmarked,unmarked,unmarked
AA0454,0,0,0,PRE,unmarked,unmarked,unmarked
AA0455,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0456,0,0,0,PL,unmarked,unmarked,unmarked
AA0457,0,0,0,PL,unmarked,unmarked,unmarked
AA0458,0,0,0,PRE,unmarked,unmarked,unmarked
AA0459,0,0,0,SUB,unmarked,unmarked,unmarked
AA0460,0,0,0,MOs,unmarked,unmarked,unmarked
AA0461,0,0,0,FRP,unmarked,unmarked,unmarked
AA0462,0,0,0,MOs,unmarked,unmarked,unmarked
AA0463,0,0,0,MOs,unmarked,unmarked,unmarked
AA0464,0,0,0,MOs,unmarked,unmarked,unmarked
AA0465,0,0,0,MOs,unmarked,unmarked,unmarked
AA0466,0,0,0,MOs,unmarked,unmarked,unmarked
AA0467,0,0,0,MOs,unmarked,unmarked,unmarked
AA0468,0,0,0,PRE,unmarked,unmarked,unmarked
AA0469,0,0,0,MOs,unmarked,unmarked,unmarked
AA0470,0,0,0,MOs,unmarked,unmarked,unmarked
AA0471,0,0,0,MOs,unmarked,unmarked,unmarked
AA0472,0,0,0,MOs,unmarked,unmarked,unmarked
AA0473,0,0,0,MOs,unmarked,unmarked,unmarked
AA0474,0,0,0,MOs,unmarked,unmarked,unmarked
AA0475,0,0,0,MOs,unmarked,unmarked,unmarked
AA0476,0,0,0,SUB,unmarked,unmarked,unmarked
AA0477,0,0,0,SUB,unmarked,unmarked,unmarked
AA0478,0,0,0,PRE,unmarked,unmarked,unmarked
AA0479,0,0,0,SUB,unmarked,unmarked,unmarked
AA0480,0,0,0,PRE,unmarked,unmarked,unmarked
AA0481,0,0,0,MOs,unmarked,unmarked,unmarked
AA0482,0,0,0,DG,unmarked,unmarked,unmarked
AA0483,0,0,0,PRE,unmarked,unmarked,unmarked
AA0484,0,0,0,DG,unmarked,unmarked,unmarked
AA0485,0,0,0,VAL,unmarked,unmarked,unmarked
AA0486,0,0,0,ZI,unmarked,unmarked,unmarked
AA0487,0,0,0,DG,unmarked,unmarked,unmarked
AA0488,0,0,0,ZI,unmarked,unmarked,unmarked
AA0489,0,0,0,SUB,unmarked,unmarked,unmarked
AA0490,0,0,0,SUB,unmarked,unmarked,unmarked
AA0491,0,0,0,DG,unmarked,unmarked,unmarked
AA0492,0,0,0,VISp,unmarked,unmarked,unmarked
AA0493,0,0,0,SUB,unmarked,unmarked,unmarked
AA0494,0,0,0,POST,unmarked,unmarked,unmarked
AA0495,0,0,0,SUB,unmarked,unmarked,unmarked
AA0496,0,0,0,SUB,unmarked,unmarked,unmarked
AA0497,0,0,0,SUB,unmarked,unmarked,unmarked
AA0498,0,0,0,SUB,unmarked,unmarked,unmarked
AA0499,0,0,0,SUB,unmarked,unmarked,unmarked
AA0500,0,0,0,SUB,unmarked,unmarked,unmarked
AA0501,0,0,0,IC,unmarked,unmarked,unmarked
AA0502,0,0,0,VPL,unmarked,unmarked,unmarked
AA0503,0,0,0,PARN,unmarked,unmarked,unmarked
AA0504,0,0,0,PARN,unmarked,unmarked,unmarked
AA0505,0,0,0,PARN,unmarked,unmarked,unmarked
AA0506,0,0,0,PARN,unmarked,unmarked,unmarked
AA0507,0,0,0,DR,unmarked,unmarked,unmarked
AA0508,0,0,0,GRN,unmarked,unmarked,unmarked
AA0509,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0510,0,0,0,PRNc,unmarked,unmarked,unmarked
AA0511,0,0,0,PRNc,unmarked,unmarked,unmarked
AA0512,0,0,0,PRNc,unmarked,unmarked,unmarked
AA0513,0,0,0,PRNc,unmarked,unmarked,unmarked
AA0514,0,0,0,MRN,unmarked,unmarked,unmarked
AA0515,0,0,0,PGRNd,unmarked,unmarked,unmarked
AA0516,0,0,0,SPIV,unmarked,unmarked,unmarked
AA0517,0,0,0,MDRNd,unmarked,unmarked,unmarked
AA0518,0,0,0,AV,unmarked,unmarked,unmarked
AA0519,0,0,0,VAL,unmarked,unmarked,unmarked
AA0520,0,0,0,LD,unmarked,unmarked,unmarked
AA0521,0,0,0,LD,unmarked,unmarked,unmarked
AA0522,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0523,0,0,0,ENTm,unmarked,unmarked,unmarked
AA0524,0,0,0,PRE,unmarked,unmarked,unmarked
AA0525,0,0,0,PRE,unmarked,unmarked,unmarked
AA0526,0,0,0,PRE,unmarked,unmarked,unmarked
AA0527,0,0,0,SUB,unmarked,unmarked,unmarked
AA0528,0,0,0,PRE,unmarked,unmarked,unmarked
AA0529,0,0,0,PRE,unmarked,unmarked,unmarked
AA0530,0,0,0,AV,unmarked,unmarked,unmarked
AA0531,0,0,0,PRE,unmarked,unmarked,unmarked
AA0532,0,0,0,SUB,unmarked,unmarked,unmarked
AA0533,0,0,0,DG,unmarked,unmarked,unmarked
AA0534,0,0,0,MOs,unmarked,unmarked,unmarked
AA0535,0,0,0,SUB,unmarked,unmarked,unmarked
AA0536,0,0,0,DG,unmarked,unmarked,unmarked
AA0537,0,0,0,AHN,unmarked,unmarked,unmarked
AA0538,0,0,0,PRE,unmarked,unmarked,unmarked
AA0539,0,0,0,LD,unmarked,unmarked,unmarked
AA0540,0,0,0,LD,unmarked,unmarked,unmarked
AA0541,0,0,0,MOs,unmarked,unmarked,unmarked
AA0542,0,0,0,MOs,unmarked,unmarked,unmarked
AA0543,0,0,0,MOs,unmarked,unmarked,unmarked
AA0544,0,0,0,MOs,unmarked,unmarked,unmarked
AA0545,0,0,0,MOs,unmarked,unmarked,unmarked
AA0546,0,0,0,MOs,unmarked,unmarked,unmarked
AA0547,0,0,0,PRE,unmarked,unmarked,unmarked
AA0548,0,0,0,MOs,unmarked,unmarked,unmarked
AA0549,0,0,0,MOs,unmarked,unmarked,unmarked
AA0550,0,0,0,MOs,unmarked,unmarked,unmarked
AA0551,0,0,0,POST,unmarked,unmarked,unmarked
AA0552,0,0,0,PRE,unmarked,unmarked,unmarked
AA0553,0,0,0,MOs,unmarked,unmarked,unmarked
AA0554,0,0,0,MOs,unmarked,unmarked,unmarked
AA0555,0,0,0,PeF,unmarked,unmarked,unmarked
AA0556,0,0,0,MOs,unmarked,unmarked,unmarked
AA0557,0,0,0,PeF,unmarked,unmarked,unmarked
AA0558,0,0,0,LHA,unmarked,unmarked,unmarked
AA0559,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0560,0,0,0,SUB,unmarked,unmarked,unmarked
AA0561,0,0,0,DG,unmarked,unmarked,unmarked
AA0562,0,0,0,SUB,unmarked,unmarked,unmarked
AA0563,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0564,0,0,0,SUB,unmarked,unmarked,unmarked
AA0565,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0566,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0567,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0568,0,0,0,DG,unmarked,unmarked,unmarked
AA0569,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0570,0,0,0,POST,unmarked,unmarked,unmarked
AA0571,0,0,0,DG,unmarked,unmarked,unmarked
AA0572,0,0,0,DG,unmarked,unmarked,unmarked
AA0573,0,0,0,DG,unmarked,unmarked,unmarked
AA0574,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0575,0,0,0,MOs,unmarked,unmarked,unmarked
AA0576,0,0,0,MOs,unmarked,unmarked,unmarked
AA0577,0,0,0,MOs,unmarked,unmarked,unmarked
AA0578,0,0,0,MOs,unmarked,unmarked,unmarked
AA0579,0,0,0,VAL,unmarked,unmarked,unmarked
AA0580,0,0,0,PO,unmarked,unmarked,unmarked
AA0581,0,0,0,PO,unmarked,unmarked,unmarked
AA0582,0,0,0,MOs,unmarked,unmarked,unmarked
AA0583,0,0,0,MOs,unmarked,unmarked,unmarked
AA0584,0,0,0,MOp,unmarked,unmarked,unmarked
AA0585,0,0,0,MOp,unmarked,unmarked,unmarked
AA0586,0,0,0,VAL,unmarked,unmarked,unmarked
AA0587,0,0,0,MOs,unmarked,unmarked,unmarked
AA0588,0,0,0,MOp,unmarked,unmarked,unmarked
AA0589,0,0,0,MOp,unmarked,unmarked,unmarked
AA0590,0,0,0,FRP,unmarked,unmarked,unmarked
AA0591,0,0,0,VAL,unmarked,unmarked,unmarked
AA0592,0,0,0,MOp,unmarked,unmarked,unmarked
AA0593,0,0,0,PCN,unmarked,unmarked,unmarked
AA0594,0,0,0,MOs,unmarked,unmarked,unmarked
AA0595,0,0,0,VAL,unmarked,unmarked,unmarked
AA0596,0,0,0,MOs,unmarked,unmarked,unmarked
AA0597,0,0,0,MOp,unmarked,unmarked,unmarked
AA0598,0,0,0,SMT,unmarked,unmarked,unmarked
AA0599,0,0,0,MOs,unmarked,unmarked,unmarked
AA0600,0,0,0,MOs,unmarked,unmarked,unmarked
AA0601,0,0,0,CL,unmarked,unmarked,unmarked
AA0602,0,0,0,MOs,unmarked,unmarked,unmarked
AA0603,0,0,0,PL,unmarked,unmarked,unmarked
AA0604,0,0,0,PO,unmarked,unmarked,unmarked
AA0605,0,0,0,MOs,unmarked,unmarked,unmarked
AA0606,0,0,0,LHA,unmarked,unmarked,unmarked
AA0607,0,0,0,PeF,unmarked,unmarked,unmarked
AA0608,0,0,0,LHA,unmarked,unmarked,unmarked
AA0609,0,0,0,LHA,unmarked,unmarked,unmarked
AA0610,0,0,0,ZI,unmarked,unmarked,unmarked
AA0611,0,0,0,ProS,unmarked,unmarked,unmarked
AA0612,0,0,0,VAL,unmarked,unmarked,unmarked
AA0613,0,0,0,ProS,unmarked,unmarked,unmarked
AA0614,0,0,0,ProS,unmarked,unmarked,unmarked
AA0615,0,0,0,ZI,unmarked,unmarked,unmarked
AA0616,0,0,0,LHA,unmarked,unmarked,unmarked
AA0617,0,0,0,MOp,unmarked,unmarked,unmarked
AA0618,0,0,0,MOp,unmarked,unmarked,unmarked
AA0619,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0620,0,0,0,ProS,unmarked,unmarked,unmarked
AA0621,0,0,0,CA1,unmarked,unmarked,unmarked
AA0622,0,0,0,MOp,unmarked,unmarked,unmarked
AA0623,0,0,0,MOs,unmarked,unmarked,unmarked
AA0624,0,0,0,MOs,unmarked,unmarked,unmarked
AA0625,0,0,0,MOs,unmarked,unmarked,unmarked
AA0626,0,0,0,MOs,unmarked,unmarked,unmarked
AA0627,0,0,0,MOs,unmarked,unmarked,unmarked
AA0628,0,0,0,MOs,unmarked,unmarked,unmarked
AA0629,0,0,0,PO,unmarked,unmarked,unmarked
AA0630,0,0,0,MOp,unmarked,unmarked,unmarked
AA0631,0,0,0,CA1,unmarked,unmarked,unmarked
AA0632,0,0,0,MOs,unmarked,unmarked,unmarked
AA0633,0,0,0,MOs,unmarked,unmarked,unmarked
AA0634,0,0,0,MOs,unmarked,unmarked,unmarked
AA0635,0,0,0,MOs,unmarked,unmarked,unmarked
AA0636,0,0,0,PL,unmarked,unmarked,unmarked
AA0637,0,0,0,MOs,unmarked,unmarked,unmarked
AA0638,0,0,0,VISp,unmarked,unmarked,unmarked
AA0639,0,0,0,MOs,unmarked,unmarked,unmarked
AA0640,0,0,0,MOs,unmarked,unmarked,unmarked
AA0641,0,0,0,MOs,unmarked,unmarked,unmarked
AA0642,0,0,0,MOs,unmarked,unmarked,unmarked
AA0643,0,0,0,CA1,unmarked,unmarked,unmarked
AA0644,0,0,0,MOs,unmarked,unmarked,unmarked
AA0645,0,0,0,FRP,unmarked,unmarked,unmarked
AA0646,0,0,0,MOs,unmarked,unmarked,unmarked
AA0647,0,0,0,MOs,unmarked,unmarked,unmarked
AA0648,0,0,0,MOs,unmarked,unmarked,unmarked
AA0649,0,0,0,MOp,unmarked,unmarked,unmarked
AA0650,0,0,0,MOs,unmarked,unmarked,unmarked
AA0651,0,0,0,VAL,unmarked,unmarked,unmarked
AA0652,0,0,0,MOp,unmarked,unmarked,unmarked
AA0653,0,0,0,MOs,unmarked,unmarked,unmarked
AA0654,0,0,0,MOs,unmarked,unmarked,unmarked
AA0655,0,0,0,MOs,unmarked,unmarked,unmarked
AA0656,0,0,0,MOs,unmarked,unmarked,unmarked
AA0657,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0658,0,0,0,MOp,unmarked,unmarked,unmarked
AA0659,0,0,0,MOs,unmarked,unmarked,unmarked
AA0660,0,0,0,MOs,unmarked,unmarked,unmarked
AA0661,0,0,0,CA1,unmarked,unmarked,unmarked
AA0662,0,0,0,MOp,unmarked,unmarked,unmarked
AA0663,0,0,0,MOs,unmarked,unmarked,unmarked
AA0664,0,0,0,MOs,unmarked,unmarked,unmarked
AA0665,0,0,0,MOp,unmarked,unmarked,unmarked
AA0666,0,0,0,MOs,unmarked,unmarked,unmarked
AA0667,0,0,0,MOs,unmarked,unmarked,unmarked
AA0668,0,0,0,MOs,unmarked,unmarked,unmarked
AA0669,0,0,0,MOs,unmarked,unmarked,unmarked
AA0670,0,0,0,MOs,unmarked,unmarked,unmarked
AA0671,0,0,0,MOs,unmarked,unmarked,unmarked
AA0672,0,0,0,MOs,unmarked,unmarked,unmarked
AA0673,0,0,0,MOp,unmarked,unmarked,unmarked
AA0674,0,0,0,MOs,unmarked,unmarked,unmarked
AA0675,0,0,0,VM,unmarked,unmarked,unmarked
AA0676,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0677,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0678,0,0,0,VISli,unmarked,unmarked,unmarked
AA0679,0,0,0,VISl,unmarked,unmarked,unmarked
AA0680,0,0,0,VISl,unmarked,unmarked,unmarked
AA0681,0,0,0,DG,unmarked,unmarked,unmarked
AA0682,0,0,0,PRE,unmarked,unmarked,unmarked
AA0683,0,0,0,ProS,unmarked,unmarked,unmarked
AA0684,0,0,0,SUB,unmarked,unmarked,unmarked
AA0685,0,0,0,ProS,unmarked,unmarked,unmarked
AA0686,0,0,0,PRE,unmarked,unmarked,unmarked
AA0687,0,0,0,SUB,unmarked,unmarked,unmarked
AA0688,0,0,0,SUB,unmarked,unmarked,unmarked
AA0689,0,0,0,PRE,unmarked,unmarked,unmarked
AA0690,0,0,0,PRE,unmarked,unmarked,unmarked
AA0691,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0692,0,0,0,VAL,unmarked,unmarked,unmarked
AA0693,0,0,0,VAL,unmarked,unmarked,unmarked
AA0694,0,0,0,PO,unmarked,unmarked,unmarked
AA0695,0,0,0,PRE,unmarked,unmarked,unmarked
AA0696,0,0,0,DG,unmarked,unmarked,unmarked
AA0697,0,0,0,ProS,unmarked,unmarked,unmarked
AA0698,0,0,0,VISl,unmarked,unmarked,unmarked
AA0699,0,0,0,VISl,unmarked,unmarked,unmarked
AA0700,0,0,0,PRE,unmarked,unmarked,unmarked
AA0701,0,0,0,SUB,unmarked,unmarked,unmarked
AA0702,0,0,0,ProS,unmarked,unmarked,unmarked
AA0703,0,0,0,SUB,unmarked,unmarked,unmarked
AA0704,0,0,0,SUB,unmarked,unmarked,unmarked
AA0705,0,0,0,DG,unmarked,unmarked,unmarked
AA0706,0,0,0,SUB,unmarked,unmarked,unmarked
AA0707,0,0,0,PRE,unmarked,unmarked,unmarked
AA0708,0,0,0,PRE,unmarked,unmarked,unmarked
AA0709,0,0,0,PRE,unmarked,unmarked,unmarked
AA0710,0,0,0,PRE,unmarked,unmarked,unmarked
AA0711,0,0,0,VISl,unmarked,unmarked,unmarked
AA0712,0,0,0,VISl,unmarked,unmarked,unmarked
AA0713,0,0,0,PRE,unmarked,unmarked,unmarked
AA0714,0,0,0,PRE,unmarked,unmarked,unmarked
AA0715,0,0,0,PRE,unmarked,unmarked,unmarked
AA0716,0,0,0,PRE,unmarked,unmarked,unmarked
AA0717,0,0,0,POST,unmarked,unmarked,unmarked
AA0718,0,0,0,VAL,unmarked,unmarked,unmarked
AA0719,0,0,0,VM,unmarked,unmarked,unmarked
AA0720,0,0,0,PRE,unmarked,unmarked,unmarked
AA0721,0,0,0,SUB,unmarked,unmarked,unmarked
AA0722,0,0,0,PRE,unmarked,unmarked,unmarked
AA0723,0,0,0,PRE,unmarked,unmarked,unmarked
AA0724,0,0,0,PRE,unmarked,unmarked,unmarked
AA0725,0,0,0,PRE,unmarked,unmarked,unmarked
AA0726,0,0,0,MOs,unmarked,unmarked,unmarked
AA0727,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0728,0,0,0,ProS,unmarked,unmarked,unmarked
AA0729,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0730,0,0,0,LHA,unmarked,unmarked,unmarked
AA0731,0,0,0,ProS,unmarked,unmarked,unmarked
AA0732,0,0,0,MOs,unmarked,unmarked,unmarked
AA0733,0,0,0,MOs,unmarked,unmarked,unmarked
AA0734,0,0,0,MOs,unmarked,unmarked,unmarked
AA0735,0,0,0,MOs,unmarked,unmarked,unmarked
AA0736,0,0,0,ProS,unmarked,unmarked,unmarked
AA0737,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0738,0,0,0,MOs,unmarked,unmarked,unmarked
AA0739,0,0,0,MOs,unmarked,unmarked,unmarked
AA0740,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0741,0,0,0,ORBl,unmarked,unmarked,unmarked
AA0742,0,0,0,MOs,unmarked,unmarked,unmarked
AA0743,0,0,0,MOs,unmarked,unmarked,unmarked
AA0744,0,0,0,MOs,unmarked,unmarked,unmarked
AA0745,0,0,0,MOs,unmarked,unmarked,unmarked
AA0746,0,0,0,MOs,unmarked,unmarked,unmarked
AA0747,0,0,0,MOs,unmarked,unmarked,unmarked
AA0748,0,0,0,MOs,unmarked,unmarked,unmarked
AA0749,0,0,0,MOs,unmarked,unmarked,unmarked
AA0750,0,0,0,VPM,unmarked,unmarked,unmarked
AA0751,0,0,0,MRN,unmarked,unmarked,unmarked
AA0752,0,0,0,PIL,unmarked,unmarked,unmarked
AA0753,0,0,0,PIL,unmarked,unmarked,unmarked
AA0754,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0755,0,0,0,VPM,unmarked,unmarked,unmarked
AA0756,0,0,0,POL,unmarked,unmarked,unmarked
AA0757,0,0,0,POL,unmarked,unmarked,unmarked
AA0758,0,0,0,PIL,unmarked,unmarked,unmarked
AA0759,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0760,0,0,0,LHA,unmarked,unmarked,unmarked
AA0761,0,0,0,LHA,unmarked,unmarked,unmarked
AA0762,0,0,0,PoT,unmarked,unmarked,unmarked
AA0763,0,0,0,PoT,unmarked,unmarked,unmarked
AA0764,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0765,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0766,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0767,0,0,0,MOs,unmarked,unmarked,unmarked
AA0768,0,0,0,ZI,unmarked,unmarked,unmarked
AA0769,0,0,0,MOs,unmarked,unmarked,unmarked
AA0770,0,0,0,MOs,unmarked,unmarked,unmarked
AA0771,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0772,0,0,0,MOs,unmarked,unmarked,unmarked
AA0773,0,0,0,MOs,unmarked,unmarked,unmarked
AA0774,0,0,0,MOs,unmarked,unmarked,unmarked
AA0775,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0776,0,0,0,fiber tracts,unmarked,unmarked,unmarked
AA0777,0,0,0,ACAd,unmarked,unmarked,unmarked
AA0778,0,0,0,ACAv,unmarked,unmarked,unmarked
AA0779,0,0,0,LHA,unmarked,unmarked,unmarked
AA0780,0,0,0,MOs,unmarked,unmarked,unmarked
AA0781,0,0,0,MOs,unmarked,unmarked,unmarked
AA0782,0,0,0,MOs,unmarked,unmarked,unmarked
AA0783,0,0,0,MOs,unmarked,unmarked,unmarked
AA0784,0,0,0,MOs,unmarked,unmarked,unmarked
AA0785,0,0,0,MOs,unmarked,unmarked,unmarked
AA0786,0,0,0,MOs,unmarked,unmarked,unmarked
AA0787,0,0,0,MOs,unmarked,unmarked,unmarked
AA0788,0,0,0,MOs,unmarked,unmarked,unmarked
AA0789,0,0,0,MOs,unmarked,unmarked,unmarked
AA0790,0,0,0,MOs,unmarked,unmarked,unmarked
AA0791,0,0,0,MOs,unmarked,unmarked,unmarked
AA0792,0,0,0,MOs,unmarked,unmarked,unmarked
AA0793,0,0,0,MOs,unmarked,unmarked,unmarked
AA0794,0,0,0,MOs,unmarked,unmarked,unmarked
